RecordID,CustomerID,City,Lat Long,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,CLTV,Churn Reason
5896,1221-GHZEP,Hemet,"33.644585, -116.871544",Female,No,No,No,62,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,65.1,3846.75,0,5172,Unknown
5897,9289-LBQVU,Hemet,"33.734933, -117.044145",Male,No,Yes,No,64,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,70.15,4480.7,0,5037,Unknown
5898,3458-IDMFK,Idyllwild,"33.755039, -116.741796",Male,No,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.75,499.4,0,5161,Unknown
5899,6933-FHBZC,Moreno Valley,"33.88274, -117.224878",Female,No,No,No,26,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,56.05,1553.2,0,3079,Unknown
5900,0221-NAUXK,Moreno Valley,"33.923149, -117.244933",Male,No,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.95,219.5,0,3044,Unknown
5901,9770-KXGQU,Moreno Valley,"33.907361, -117.109972",Female,No,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,98.6,5311.85,0,4635,Unknown
5902,6538-POCHL,Mountain Center,"33.638645, -116.55783",Male,No,No,No,33,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),79.0,2576.8,0,4396,Unknown
5903,6726-NNFWD,Murrieta,"33.548869, -117.334165",Female,Yes,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),89.45,6435.25,0,6004,Unknown
5904,3002-WQZWT,Murrieta,"33.581045, -117.14719",Female,No,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.2,1993.25,0,3982,Unknown
5905,4277-UDIEF,Nuevo,"33.82769, -117.102244",Male,No,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.0,1923.85,0,3019,Unknown
5906,1208-NBVFH,Perris,"33.787298, -117.320676",Male,No,Yes,Yes,20,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.6,939.8,0,3235,Unknown
5907,4912-PIGUY,Perris,"33.828289, -117.201666",Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.6,84.6,0,2196,Unknown
5908,2725-TTRIQ,Menifee,"33.653338, -117.178271",Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,5986.55,0,5598,Unknown
5909,3374-TTZTK,Sun City,"33.739412, -117.173334",Male,No,Yes,No,52,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,106.3,5487,0,4969,Unknown
5910,8990-ZXLSU,Sun City,"33.707483, -117.200006",Female,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.05,651.5,0,5121,Unknown
5911,2275-RBYQS,Sun City,"33.69887, -117.25071",Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.4,45.4,0,4916,Unknown
5912,4419-UJMUS,Wildomar,"33.617108, -117.253349",Male,No,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,99.35,6856.45,0,4637,Unknown
5913,7794-JASDG,Winchester,"33.657433, -117.04254",Male,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.75,50.75,0,2250,Unknown
5914,7609-YBPXG,Irvine,"33.720359, -117.733655",Male,No,No,No,54,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),87.1,4735.2,0,5418,Unknown
5915,5519-TEEUH,Irvine,"33.688546, -117.788091",Male,No,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.15,682.15,0,5759,Unknown
5916,7856-GANIL,Irvine,"33.703976, -117.824172",Male,Yes,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),98.7,4525.8,0,2535,Unknown
5917,0804-XBFBV,Foothill Ranch,"33.698728, -117.67768",Female,No,No,Yes,11,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.2,321.05,0,5916,Unknown
5918,2676-OXPPQ,Irvine,"33.643095, -117.810896",Male,No,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.7,335.65,0,2482,Unknown
5919,3703-TTEPD,Irvine,"33.680302, -117.833296",Male,No,No,No,21,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),65.35,1424.4,0,2887,Unknown
5920,2799-TSLAG,Irvine,"33.667145, -117.732135",Female,No,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.3,1748.55,0,4533,Unknown
5921,2208-NKVVH,Costa Mesa,"33.678591, -117.905471",Male,No,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.25,1077.95,0,4432,Unknown
5922,7139-JZFVG,Huntington Beach,"33.666301, -117.969501",Male,No,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),60.5,3694.45,0,6026,Unknown
5923,4987-GQWPO,Huntington Beach,"33.723579, -118.005441",Male,No,No,No,17,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),25.1,382.8,0,4580,Unknown
5924,1757-TCATG,Huntington Beach,"33.721917, -118.043237",Male,No,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.05,746.75,0,3942,Unknown
5925,4776-XSKYQ,Laguna Hills,"33.606899, -117.717854",Female,No,Yes,Yes,12,No,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),30.25,368.85,0,5988,Unknown
5926,8048-DSDFQ,Midway City,"33.744439, -117.98588",Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,20.2,0,4496,Unknown
5927,5753-QQWPW,Aliso Viejo,"33.571259, -117.731917",Female,No,No,No,28,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,59.9,1654.7,0,4131,Unknown
5928,6010-DDPPW,Newport Coast,"33.603282, -117.821841",Male,No,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.15,1940.85,0,4279,Unknown
5929,6693-FRIRW,Newport Beach,"33.601309, -117.902304",Male,No,No,No,18,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),101.3,1794.65,0,5948,Unknown
5930,6586-MYGKD,Newport Beach,"33.606336, -117.893042",Male,No,Yes,No,70,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),76.95,5289.8,0,6280,Unknown
5931,3173-NVMPX,Newport Beach,"33.62251, -117.927024",Female,No,Yes,Yes,9,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.3,501.2,0,4291,Unknown
5932,0248-PGHBZ,San Clemente,"33.429488, -117.609432",Female,Yes,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),92.45,6140.85,0,5857,Unknown
5933,0623-GDISB,San Clemente,"33.4725, -117.584273",Female,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),48.45,48.45,0,5838,Unknown
5934,2892-GESUL,San Juan Capistrano,"33.521447, -117.602555",Female,No,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,309.25,0,2269,Unknown
5935,7472-EQOAV,Laguna Niguel,"33.529047, -117.701175",Male,Yes,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),86.7,6179.35,0,4485,Unknown
5936,2043-WVTQJ,Westminster,"33.752591, -117.993661",Male,No,Yes,No,1,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,55.7,55.7,0,5664,Unknown
5937,8034-RYTVV,Rancho Santa Margarita,"33.624654, -117.611733",Female,No,No,No,55,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),84.25,4589.85,0,5735,Unknown
5938,3863-QSTYI,Mission Viejo,"33.611945, -117.665867",Male,No,No,No,59,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,64.65,3735.45,0,5687,Unknown
5939,5044-LRQAQ,Ladera Ranch,"33.569186, -117.640055",Female,No,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.2,477.55,0,2551,Unknown
5940,1716-LSAMB,Santa Ana,"33.748478, -117.858918",Male,No,Yes,Yes,45,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),54.65,2553.7,0,5083,Unknown
5941,1333-PBMXB,Santa Ana,"33.748635, -117.906125",Female,No,Yes,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.75,1342.15,0,6466,Unknown
5942,6546-OPBBH,Santa Ana,"33.719869, -117.907063",Male,No,Yes,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.95,1216.35,0,5895,Unknown
5943,5985-BEHZK,Santa Ana,"33.766004, -117.786763",Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),105.0,7578.05,0,6423,Unknown
5944,9127-QRZMH,Santa Ana,"33.765893, -117.881533",Male,No,Yes,No,44,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),59.85,2603.95,0,5981,Unknown
5945,5919-VCZYM,Santa Ana,"33.714829, -117.872941",Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,42.7,0,4394,Unknown
5946,9644-KVCNC,Fountain Valley,"33.712036, -117.950113",Female,No,No,No,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),92.15,6056.9,0,4928,Unknown
5947,2137-DQMEV,Tustin,"33.735802, -117.818805",Male,No,Yes,Yes,68,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,44.8,2983.65,0,4112,Unknown
5948,8174-LNWMW,Tustin,"33.738543, -117.785046",Female,No,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.9,689.35,0,5581,Unknown
5949,9279-CJEOJ,Anaheim,"33.844983, -117.952151",Female,Yes,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.4,2025.1,0,5691,Unknown
5950,7964-VEXDG,Anaheim,"33.807864, -117.923782",Male,No,No,Yes,21,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,80.35,1747.2,0,4579,Unknown
5951,2404-JIBFC,Anaheim,"33.818, -117.974404",Female,No,Yes,Yes,55,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.1,4657.95,0,5661,Unknown
5952,8029-XYPWT,Anaheim,"33.83796, -117.870494",Male,Yes,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.05,8016.6,0,4438,Unknown
5953,4632-PAOYU,Anaheim,"33.850452, -117.726668",Male,No,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,433.5,0,2233,Unknown
5954,2990-OGYTD,Fullerton,"33.879983, -117.895482",Female,No,Yes,No,67,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.15,5883.85,0,5037,Unknown
5955,6646-JPPHA,Fullerton,"33.868316, -117.929029",Female,Yes,No,No,14,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,78.85,1043.8,0,5327,Unknown
5956,7658-UYUQS,Fullerton,"33.902211, -117.914922",Male,Yes,Yes,No,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),86.55,1857.25,0,5318,Unknown
5957,7880-XSOJX,Garden Grove,"33.787165, -117.931889",Male,No,No,No,4,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,42.4,146.4,0,4282,Unknown
5958,4589-IUAJB,Garden Grove,"33.764018, -117.931507",Male,No,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.25,1724.15,0,4118,Unknown
5959,8746-BFOAJ,Garden Grove,"33.782955, -118.026456",Male,Yes,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.5,429.55,0,5766,Unknown
5960,8457-XIGKN,Norco,"33.925833, -117.559639",Male,No,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.6,356.15,0,5909,Unknown
5961,6072-NUQCB,Villa Park,"33.817473, -117.810462",Male,No,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.25,488.25,0,3339,Unknown
5962,8838-GPHZP,Orange,"33.784597, -117.844535",Female,No,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.6,1298.7,0,6469,Unknown
5963,8750-QWZAJ,Orange,"33.81859, -117.821288",Female,No,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.8,1378.75,0,5169,Unknown
5964,6918-UMQCG,Orange,"33.792791, -117.789749",Female,No,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,80.2,384.25,0,3391,Unknown
5965,0675-NCDYU,Placentia,"33.881158, -117.854783",Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.4,8543.25,0,6491,Unknown
5966,6339-DKLMK,Corona,"33.893823, -117.531446",Female,No,No,No,13,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,31.65,389.95,0,4959,Unknown
5967,1346-PJWTK,Corona,"33.918043, -117.617809",Male,No,Yes,No,61,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),94.15,5731.85,0,4806,Unknown
5968,5088-QZLRL,Corona,"33.833686, -117.513063",Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.65,20.65,0,2729,Unknown
5969,8023-QHAIO,Corona,"33.819385, -117.600213",Female,Yes,Yes,No,56,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),76.85,4275.75,0,6035,Unknown
5970,4397-FRLTA,Corona,"33.762351, -117.488725",Female,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,84.5,0,5535,Unknown
5971,3057-VJJQE,Yorba Linda,"33.897253, -117.792202",Male,No,No,No,35,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,55.25,1924.1,0,5498,Unknown
5972,2302-OUZXB,Ventura,"34.360261, -119.306383",Male,No,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),82.15,5784.3,0,4552,Unknown
5973,8133-ANHHJ,Ventura,"34.279221, -119.221437",Female,Yes,No,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),103.0,5166.2,0,5023,Unknown
5974,2270-CHBFN,Ventura,"34.278697, -119.167798",Female,No,Yes,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),95.1,4060.55,0,2221,Unknown
5975,5982-FPVQN,Camarillo,"34.205504, -118.993111",Female,No,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.15,3532.85,0,3407,Unknown
5976,9107-UKCKY,Carpinteria,"34.441398, -119.513163",Male,No,Yes,No,61,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,79.8,4914.8,0,6432,Unknown
5977,4654-ULTTN,Fillmore,"34.408161, -118.865111",Male,No,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),74.8,5315.8,0,6447,Unknown
5978,5546-BYZSM,Oak View,"34.404544, -119.302118",Female,No,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.45,775.6,0,2839,Unknown
5979,1492-KGETH,Ojai,"34.581308, -118.931948",Male,No,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),78.35,5445.95,0,4422,Unknown
5980,4163-HFTUK,Oxnard,"34.156629, -119.117218",Male,No,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.1,1007.8,0,4120,Unknown
5981,8215-NGSPE,Oxnard,"34.18454, -119.224666",Female,No,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,833.55,0,3413,Unknown
5982,8859-YSTWS,Port Hueneme,"34.110124, -119.100972",Male,No,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.95,1004.5,0,4254,Unknown
5983,7601-DHFWZ,Simi Valley,"34.296813, -118.685703",Female,No,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.0,1183.05,0,3948,Unknown
5984,1998-VHJHK,Santa Barbara,"34.419203, -119.710008",Female,No,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.15,501.35,0,5606,Unknown
5985,1707-HABPF,Santa Barbara,"34.438581, -119.685368",Female,Yes,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),91.3,4126.35,0,3191,Unknown
5986,0487-VVUVK,Santa Barbara,"34.406256, -119.726936",Male,No,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.15,477.6,0,3829,Unknown
5987,5063-IUOKK,Santa Barbara,"34.460197, -119.802602",Male,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,265.75,0,2016,Unknown
5988,4508-OEBEY,Goleta,"34.489983, -120.091246",Male,No,Yes,No,31,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),75.5,2424.45,0,5611,Unknown
5989,0027-KWYKW,Alpaugh,"35.869626, -119.498771",Female,No,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.75,1849.95,0,3585,Unknown
5990,2308-STERM,Armona,"36.315979, -119.710852",Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,61.05,0,5816,Unknown
5991,5982-XMDEX,Arvin,"35.116307, -118.817644",Female,No,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.5,1698.55,0,4404,Unknown
5992,6051-PTVNS,Bodfish,"35.523991, -118.400432",Female,No,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.15,998.1,0,5390,Unknown
5993,2877-VDUER,Camp Nelson,"36.057458, -118.591951",Female,No,Yes,Yes,35,No,No phone service,DSL,No,No,No,Yes,Yes,No,One year,No,Mailed check,40.9,1383.6,0,5691,Unknown
5994,9152-AMKAK,Coalinga,"36.186867, -120.387793",Male,No,No,No,6,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,80.25,493.4,0,2706,Unknown
5995,9432-VOFYX,Delano,"35.772244, -119.209689",Male,No,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.8,1207,0,5420,Unknown
5996,8049-WJCLQ,Ducor,"35.846067, -119.004073",Male,No,Yes,Yes,10,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,60.2,563.5,0,5318,Unknown
5997,6586-PSJOX,Earlimart,"35.858054, -119.305858",Male,No,No,Yes,15,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),55.2,864.55,0,3608,Unknown
5998,9705-ZJBCG,Frazier Park,"34.907911, -119.234281",Female,No,Yes,Yes,13,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.15,701.05,0,4977,Unknown
5999,6847-KJLTS,Frazier Park,"34.827662, -118.999073",Female,Yes,Yes,No,58,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.4,5749.8,0,4005,Unknown
6000,9670-BPNXF,Glennville,"35.735694, -118.738483",Female,No,No,No,45,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),62.55,2796.45,0,2935,Unknown
6001,3913-FCUUW,Hanford,"36.29223, -119.622676",Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),70.45,5165.7,0,4463,Unknown
6002,3301-VKTGC,Huron,"36.217864, -120.080117",Male,No,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),85.5,5696.6,0,4380,Unknown
6003,9555-SAHUZ,Kernville,"35.852892, -118.397782",Female,No,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.5,2076.05,0,5499,Unknown
6004,0816-TSPHQ,Kettleman City,"35.996923, -120.000951",Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,44.2,0,3976,Unknown
6005,9932-WBWIK,Lake Isabella,"35.607875, -118.466318",Male,No,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,215.25,0,5597,Unknown
6006,4619-EVPHY,Lamont,"35.245035, -118.905553",Female,Yes,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),91.0,1859.5,0,3748,Unknown
6007,5286-YHCVC,Laton,"36.444232, -119.718285",Male,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.8,7470.1,0,4165,Unknown
6008,9115-YQHGA,Lemoore,"36.303666, -119.825657",Male,No,No,No,40,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,51.1,2092.9,0,3355,Unknown
6009,4462-CYWMH,Lindsay,"36.205465, -119.085807",Male,Yes,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.8,5629.55,0,4981,Unknown
6010,8963-MQVYN,Lost Hills,"35.637715, -119.893068",Female,No,No,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.55,469.85,0,3169,Unknown
6011,2458-EOMRE,Mc Farland,"35.666886, -119.186717",Female,No,No,No,11,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),64.05,733.95,0,4171,Unknown
6012,9334-GWGOW,Mc Kittrick,"35.38381, -119.730885",Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.85,485.25,0,2259,Unknown
6013,6542-LWGXJ,Pixley,"35.957019, -119.330928",Male,No,Yes,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.0,78.25,0,2730,Unknown
6014,5567-GZKQY,Porterville,"36.008958, -118.891593",Male,No,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.3,1131.5,0,4335,Unknown
6015,1222-LRYKO,Posey,"35.861928, -118.636698",Male,No,No,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.35,184.05,0,2189,Unknown
6016,2087-QAREY,Sequoia National Park,"36.527243, -118.594938",Female,No,Yes,No,22,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,54.7,1178.75,0,5722,Unknown
6017,4423-JWZJN,Springville,"36.245926, -118.693138",Male,No,Yes,Yes,64,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),90.25,5629.15,0,4799,Unknown
6018,6490-FGZAT,Strathmore,"36.141319, -119.129075",Male,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,109.3,0,3266,Unknown
6019,7452-FOLON,Terra Bella,"35.939068, -119.043666",Male,No,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.45,958.45,0,5986,Unknown
6020,2320-TZRRH,Three Rivers,"36.413433, -118.854708",Female,No,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,403.15,0,4700,Unknown
